Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
07/01/15,107.75,90.300003,129.509995,87.809998,27.299999,107.940002,92.830002,187.279999,104.410004,155.050003,36.02,105.559998,59.07,42.990002,94.010002,159.800003,61.610001,46.23,47.435001,31.85,90.07,105,99.93,112.730003,65.237503,46.189999,76.599998,88.599998,90.720001
08/01/15,111.889999,91.580002,131.800003,88.709999,27.51,110.410004,93.790001,190.270004,106.720001,158.419998,36.689999,106.389999,60.389999,43.509998,94.360001,163.630005,62.849998,47.59,48.529999,32.5,91.099998,107.18,104.699997,114.650002,66.112503,47.18,77.550003,90.470001,92.230003
09/01/15,112.010002,90.419998,131.539993,87.650002,27.790001,108.209999,94.25,187.350006,104.889999,159.110001,36.759998,104.940002,59.34,43.029999,93.209999,161.619995,62.560001,47.189999,47.994999,32.650002,90.25,105.830002,103.720001,114.019997,65.1325,46.759998,75.669998,89.349998,92.099998
12/01/15,109.25,89.5,130.869995,86.889999,28.049999,105.879997,94.459999,185.070007,104.419998,156.440002,36.599998,104.580002,58.830002,42.639999,93.010002,160.740005,62.299999,46.599998,47.93,32.77,89.919998,105.199997,102.550003,114.449997,65.004997,47.080002,75.699997,90.019997,90.330002
13/01/15,110.220001,89.230003,131.169998,86.370003,28.1,104.199997,95.190002,184.929993,103.730003,156.809998,36.5,104.760002,58.84,42.630001,92.830002,160.619995,62.189999,46.360001,47.505001,32.439999,90.300003,105.360001,103.07,114.339996,65.195,47.18,75.260002,89.309998,90
14/01/15,109.800003,87.07,130.380005,86.07,27.92,103.900002,94.230003,180.229996,102.639999,155.800003,36.349998,104,56.810001,42.560001,91.540001,159.839996,62.639999,45.959999,46.855,32.48,89.989998,103.769997,103.330002,113.519997,63.889999,46.970001,74.989998,86.610001,89.739998
15/01/15,106.82,85.879997,130.139999,84.32,27.41,102.669998,94.349998,178.490005,101.010002,154.570007,36.189999,102.489998,54.990002,42.380001,91.379997,159.660004,61.880001,45.48,46.404999,32.400002,89.860001,104.209999,104.459999,113.519997,63.282501,47.099998,74.779999,87.379997,88.959999
16/01/15,105.989998,86.040001,130.779999,83.860001,27.68,105.120003,95.18,177.229996,104.120003,157.139999,36.450001,104.040001,55.93,42.529999,91.489998,162,63.029999,46.240002,46.494999,32.799999,91.25,106.540001,105.769997,116.150002,63.737499,47.990002,76.029999,86.769997,91.120003
20/01/15,108.720001,87.260002,131.220001,83.970001,28.07,106.470001,94.739998,175.630005,103.25,156.949997,36.09,101.290001,55.709999,43.16,90.800003,161.940002,62.610001,46.389999,46.805,33.099998,91.190002,105.839996,105.620003,117.529999,64.209999,48.18,76.050003,86.690002,91.089996
21/01/15,109.550003,87.669998,132.410004,85.370003,27.84,108.160004,94.169998,177.149994,103.529999,152.089996,36.48,101.900002,55.889999,43.360001,90.339996,162.539993,62.16,45.919998,46.755001,32.639999,90.730003,105.010002,109.32,119.029999,64.32,48.25,75.589996,86.639999,91.870003
22/01/15,112.400002,84.370003,135.639999,86.82,28.5,108.919998,95.150002,182.039993,106.07,155.389999,36.91,103.760002,57.59,43.779999,90.889999,165.889999,62.59,47.130001,47.924999,32.810001,91.620003,108.169998,113.849998,120.449997,64.400002,47.799999,76.019997,88.300003,92.870003
23/01/15,112.980003,84.129997,134.619995,85.610001,28.209999,106.849998,94.720001,180.490005,105.370003,155.869995,36.450001,102.199997,56.68,43.310001,89.559998,164.020004,62.490002,47.18,48.080002,32.450001,90.080002,107,112,119.980003,64.572502,47.150002,75.589996,88.510002,90.889999
26/01/15,113.099998,83.300003,134.070007,86.029999,27.969999,108.879997,94.970001,180.419998,106.360001,156.360001,35.810001,102.260002,56.77,43,90.669998,164.240005,62.82,47.009998,48.174999,32.799999,89.580002,107.07,111.610001,118.75,64.1325,46.959999,75.839996,88.629997,91.760002
27/01/15,109.139999,82.400002,132.479996,79.849998,26.9,108.260002,93.970001,176.490005,105.160004,153.669998,34.189999,102.089996,56.200001,42.389999,89.57,163.630005,62.560001,42.66,47.25,32.599998,86.489998,106.050003,110.010002,119.160004,62.747501,46.349998,74.93,87.529999,90.949997
28/01/15,115.309998,81.730003,139.639999,80.010002,26.809999,103.709999,92.669998,173.050003,104.739998,151.550003,33.779999,101.480003,54.75,41.919998,88.779999,163.940002,61.450001,41.189999,46.654999,31.950001,85.150002,104.580002,108.459999,116.919998,61.59,46.049999,73.769997,86.82,87.949997
29/01/15,118.900002,82,147.779999,80,27.219999,103,93.220001,175.990005,107.620003,155.479996,34.209999,102.379997,55.669998,42.099998,93.269997,166.130005,62.09,42.009998,47.435001,31.83,85.669998,104.540001,109.389999,116.449997,62,46.110001,74.57,87.720001,87.580002
30/01/15,117.160004,80.690002,145.369995,79.970001,26.370001,102.529999,90.959999,172.410004,104.419998,153.309998,33.040001,100.139999,54.380001,41.169998,92.440002,162.300003,60.279999,40.400002,46.125,31.25,84.290001,102.82,106.25,114.779999,63.727501,45.709999,73.75,84.980003,87.419998
02/02/15,118.629997,82.129997,146.259995,80.839996,26.83,106.059998,91.93,175.490005,104.43,154.660004,33.650002,100.830002,55.470001,41.59,92.510002,164.419998,60.880001,41.279999,45.959999,31.65,85.120003,104.580002,107.290001,116.580002,63.834999,46.98,74.889999,85.709999,89.580002
03/02/15,118.650002,83.730003,147.339996,83.919998,27.120001,109.529999,94.099998,180.240005,107.239998,158.470001,33.700001,102.459999,56.720001,41.630001,93.919998,165.940002,61.02,41.599998,46.674999,32.02,85.949997,106.040001,107.809998,118.889999,64.947502,47.830002,74.790001,86.190002,92.25
04/02/15,119.559998,83.610001,147.220001,81.949997,26.690001,108.349998,101.279999,178.779999,108.410004,156.960007,33.599998,101.360001,56.380001,41.68,94.050003,164.809998,59.049999,41.84,46.27,32.07,85.790001,106.730003,107.919998,117.790001,66.222504,47.799999,74.669998,86.650002,91.459999
05/02/15,119.940002,84.730003,148.600006,83.57,27.26,109.309998,102.639999,180.770004,108.989998,157.910004,33.939999,102.459999,56.77,41.790001,94.339996,166.550003,59.169998,42.450001,46.669998,32.990002,86.699997,107.410004,108.82,120.110001,67.949997,47.860001,74.790001,87.279999,92.360001
06/02/15,118.93,85.010002,148,83.209999,27.24,109.610001,102.019997,183.429993,109.040001,156.720001,33.299999,101.099998,57.889999,41.450001,93.989998,166.070007,58.790001,42.41,45.895,33.169998,85.610001,107.199997,107.599998,119.809998,66.855003,49.330002,76.150002,87.330002,91.5
09/02/15,119.720001,84.980003,147.580002,84.669998,27.120001,110.43,101.730003,182.220001,108.339996,155.75,32.93,99.779999,57.82,41.23,92.720001,164.839996,58.330002,42.360001,45.584999,33.07,85.050003,105.769997,106.489998,119.32,66.364998,49.09,76.400002,85.910004,91.559998
10/02/15,122.019997,85.839996,148.039993,83.900002,27.49,110.18,101.919998,184.559998,110.669998,158.559998,33.700001,100.349998,58.459999,42.400002,94.019997,165.820007,58.849998,42.599998,46.375,34.150002,85.389999,106.519997,108.970001,119.400002,66.137497,49.509998,76.690002,87.290001,91.010002
11/02/15,124.879997,86.010002,147.919998,83.410004,26.93,109.980003,101.870003,187.649994,110.309998,158.199997,33.549999,100.379997,58.369999,42.369999,94.209999,164.479996,58.740002,42.380001,45.654999,34.25,85.639999,107.769997,109.849998,118.690002,66.497498,49.810001,79.529999,86.339996,90.599998
12/02/15,126.459999,80.480003,148.089996,83.529999,29.459999,110.860001,103.580002,189.779999,112.160004,158.520004,34.130001,98.440002,59.57,42.169998,95.089996,165.910004,58.880001,43.09,46,34.869999,86.029999,108.040001,109.839996,119.589996,67.727501,49.52,79.959999,85.889999,92.370003
13/02/15,127.080002,78.080002,149.729996,85.129997,29.43,112.779999,104.169998,189,111.889999,160.399994,34.360001,99.620003,59.669998,41.990002,95.650002,165.940002,58.810001,43.869999,46.02,34.639999,85.900002,108,109.440002,121.25,67.407501,49.310001,78.730003,85.809998,93.370003
17/02/15,127.830002,79.080002,149.919998,85.379997,29.309999,112.400002,104.120003,190.020004,112,160.960007,34.740002,100.440002,60.099998,41.810001,94.349998,166.919998,58.790001,43.580002,45.93,34.580002,85.489998,108,109.760002,121.32,67.717499,49.18,78,85.959999,93.050003
18/02/15,128.720001,79.779999,151.169998,84.800003,29.49,110.440002,103.860001,188.669998,111.989998,162.190002,34.27,99.959999,59.369999,41.73,94.580002,167.399994,58.799999,43.529999,46.810001,34.48,86.260002,107.980003,109.769997,121.989998,67.279999,48.939999,77.790001,86.290001,91.010002
19/02/15,128.449997,78.400002,153.75,83.300003,29.309999,108.349998,103.889999,189.110001,110.940002,163.889999,34.209999,100.699997,59.23,42.110001,94.190002,167.089996,58.299999,43.5,46.849998,34.41,85.209999,107.989998,110.029999,122.910004,67.275002,48.91,77.099998,83.519997,89.440002
20/02/15,129.5,79.830002,158.309998,84.440002,29.610001,108.599998,104.550003,191.509995,112.239998,163.649994,34.41,100.260002,59.799999,41.970001,94.190002,168.119995,58.349998,43.860001,47.465,34.560001,84.870003,107.82,112.620003,124.110001,68.25,48.970001,77.129997,84.300003,89.919998
23/02/15,133,80.300003,154.740005,83.489998,29.629999,107.860001,104.989998,190.309998,112.279999,162.910004,33.759998,100.18,59.349998,41.849998,94.309998,168.809998,58.299999,44.150002,47.505001,34.389999,85.389999,107.080002,116.400002,123.720001,68.252502,48.77,78.589996,84.599998,89.010002
24/02/15,132.169998,80.860001,154.380005,84.5,29.629999,107.959999,104.669998,192.220001,116.75,164.830002,34.41,100.699997,60.82,42.130001,94.980003,169.119995,58.360001,44.09,47.709999,34.34,85.5,107.550003,115.43,123.790001,68.1175,49.220001,80.389999,84.57,89.419998
25/02/15,128.789993,82.169998,153.009995,85.150002,29.49,108.580002,105.57,191.720001,116.309998,162.809998,33.950001,101.209999,61.139999,42.049999,98.660004,168.889999,58.490002,43.990002,48.41,34.66,85.459999,106.910004,114.050003,123.370003,68.252502,49.200001,80.010002,83.57,89.599998
26/02/15,130.419998,83.25,151.729996,83.800003,29.91,107.059998,104.559998,192.199997,115.379997,160.869995,33.650002,102.800003,61.580002,42.459999,99.510002,169.610001,58.959999,44.060001,48.494999,34.59,85.169998,107.82,113.660004,122.669998,68.4375,49.369999,81.650002,83.800003,88.650002
27/02/15,128.460007,81.589996,150.850006,82.900002,29.51,106.68,104.080002,189.789993,114.75,161.940002,33.25,102.510002,61.279999,43.299999,98.900002,168.649994,58.540001,43.849998,48.560001,34.32,85.129997,107.440002,113.629997,121.910004,67.827499,49.450001,83.080002,83.93,88.540001
02/03/15,129.089996,82.029999,153.800003,83,30.190001,105.900002,105.889999,191.789993,116.120003,160.479996,34.060001,103.220001,61.77,43.200001,100,170.5,58.580002,43.880001,49.375,34.77,85.410004,107.900002,114.400002,123.190002,69.572502,49.470001,83.620003,83.959999,88.040001
03/03/15,129.360001,81.910004,155.570007,82.839996,29.540001,105.160004,106.349998,191.270004,116.07,161.029999,34.099998,102.339996,61.970001,42.950001,99.739998,168.270004,58.34,43.279999,48.985001,34.560001,85.160004,107.400002,112.860001,121.699997,68.824997,49.549999,83.209999,83.370003,87.620003
04/03/15,128.539993,80.629997,154.350006,81.730003,29.33,105.160004,105.57,189.669998,114.760002,159.419998,34.119999,101.650002,62.130001,42.5,100.25,167.160004,57.880001,43.060001,48.759998,34.639999,84.349998,106.879997,113.82,121.040001,68.4375,49.07,83.019997,82.580002,87.18
05/03/15,126.410004,81.150002,154.470001,81.510002,29.299999,104.730003,105.029999,190.080002,115.910004,161.179993,33.73,102.519997,62,42.400002,99.110001,167.570007,57.98,43.110001,49.23,34.470001,84.629997,107.599998,114.790001,120.790001,68.532501,48.919998,83.199997,83.57,86.739998
06/03/15,126.599998,80.309998,153.119995,80.059998,28.93,103.550003,103.82,186.910004,114.449997,158.5,33.189999,100.110001,60.889999,41.52,97.129997,164.360001,56.84,42.360001,48.455002,33.970001,82.660004,105.800003,112.879997,119.43,67.334999,48.290001,82.349998,82.589996,85.629997
09/03/15,127.139999,80.510002,154.75,80.809998,29.360001,103.949997,105.260002,187.929993,115.25,160.770004,32.720001,100.660004,61.5,41.389999,97.709999,166.369995,57.259998,42.849998,48.715,34.029999,83.089996,106.720001,114.900002,121.75,67.855003,48.23,83.5,82.879997,85.160004
10/03/15,124.510002,79.110001,152.419998,79.910004,28.66,102.910004,103.089996,182.710007,112.559998,157.809998,31.700001,99.529999,59.959999,40.689999,96.290001,162.259995,56.580002,42.029999,48.255001,33.779999,81.540001,104.730003,112.459999,117.400002,66.300003,47.509998,82.720001,82.07,84.260002
11/03/15,122.239998,79.449997,151.169998,79.699997,28.26,103.540001,102.889999,184.179993,113.07,156.800003,32.330002,98.32,60.240002,40.099998,94.959999,161.729996,56.060001,41.98,47.669998,33.630001,81.389999,105.669998,112.720001,118.339996,66.1875,47.68,82.510002,80.690002,84.019997
12/03/15,124.449997,81.559998,152.039993,80.190002,28.24,102.419998,107.169998,189.949997,116.099998,157.979996,30.799999,99.830002,61.369999,40.57,96.25,164.470001,56.169998,41.02,48.52,34,82.089996,107.830002,114.879997,121.239998,67.394997,48.73,84.25,81.900002,84.220001
13/03/15,123.589996,80.599998,151.570007,79.230003,27.940001,101.620003,106.440002,189.339996,114.82,154.279999,30.93,99.209999,61,39.91,96.349998,162.740005,56.200001,41.380001,47.904999,34,81.830002,106.720001,115.25,118.739998,66.2575,48.84,83.720001,81.900002,83.870003
16/03/15,124.949997,81.5,153.669998,79.970001,28.299999,103.129997,107.370003,191.899994,116.5,157.080002,30.83,101.059998,61.849998,40.290001,97.150002,166.210007,57.119999,41.560001,48.220001,34.439999,83.559998,108.93,118.519997,120.07,67.254997,49.27,86.769997,83.290001,84.760002
17/03/15,127.040001,81.059998,154.509995,78.449997,28.15,103.169998,106.959999,190.570007,115.580002,156.960007,30.59,99.889999,61.610001,40.509998,96.169998,164.229996,56.470001,41.700001,48.27,34.169998,82.849998,108.75,117.599998,119.860001,66.125,48.950001,86.260002,82.620003,84.080002
18/03/15,128.470001,81.860001,155.729996,81.330002,28.15,106.699997,107.970001,192.320007,116.080002,159.809998,30.889999,101.459999,61.75,40.599998,97,166.470001,57.650002,42.5,48.755001,34.380001,83.75,109.519997,119.959999,120.309998,66.917503,49.540001,87.18,82.529999,86.07
19/03/15,127.5,81.540001,154.110001,80.089996,28.26,104.75,107.370003,189.970001,115.160004,159.809998,30.74,101.690002,61.200001,40.02,95.980003,165.660004,58.209999,42.290001,49.16,34.150002,83.379997,109.110001,120.760002,119.379997,66.809998,49.299999,87.360001,81.519997,84.410004
20/03/15,125.900002,82.699997,154.5,81.190002,28.440001,107.029999,108.43,193.130005,117.489998,162.880005,31.309999,102.400002,61.75,40.650002,97.050003,166.490005,58.580002,42.880001,50.990002,34.25,84.739998,109.730003,119.139999,119.459999,67.410004,49.560001,88.230003,83.239998,84.540001
23/03/15,127.209999,82.199997,152.809998,81.089996,28.41,105.919998,108.220001,191.960007,116.07,164.630005,31.200001,102.980003,61.139999,40.619999,98.620003,166.130005,58.73,42.860001,50.73,35.049999,84.860001,109.620003,119.040001,118.68,67.080002,49.639999,87.919998,83.309998,85.43
24/03/15,126.690002,81.370003,151.649994,80.480003,28,104.199997,107.110001,191.279999,116.150002,163,30.790001,101.959999,60.459999,40.470001,99.360001,166.320007,58.630001,42.900002,50.325001,34.52,83.919998,109.230003,118.120003,118.919998,67.099998,49.41,88,83.050003,84.519997
25/03/15,123.379997,80.110001,148.229996,79.860001,27.459999,105.669998,105,187.350006,113.68,159.199997,29.889999,100.339996,59.610001,40.450001,98.139999,162.699997,58.259998,41.459999,49.494999,34.299999,83.010002,107.610001,116.540001,116.459999,65.730003,48.73,85.879997,81.32,84.860001
26/03/15,124.239998,78.480003,148.169998,79.879997,27.09,105.25,105.239998,187.240005,112.370003,160.589996,30.08,100.139999,59.540001,40.349998,97.639999,162.589996,57.599998,41.209999,49.665001,34.16,82.150002,106.830002,116.25,116.040001,65.589996,48.419998,84.440002,81.889999,84.32
27/03/15,123.25,77.970001,148.850006,79.669998,27.129999,104.279999,105.480003,188.059998,113.860001,160.399994,32,100.339996,59.549999,40.080002,96.959999,163.5,57.75,40.970001,49.939999,34.529999,82.309998,107.129997,118.010002,116.900002,65.540001,48.560001,85.290001,81.349998,83.580002
30/03/15,126.370003,78.050003,152.699997,81.370003,27.65,106.900002,106.120003,191.020004,114.629997,162.669998,31.459999,101.550003,60.959999,40.509998,97.879997,166.050003,58.34,40.959999,50.445,35,82.720001,109.639999,121,118.830002,65.660004,49.119999,85.989998,82.529999,85.629997
31/03/15,124.43,78.120003,150.080002,80.029999,27.530001,104.980003,104.889999,187.970001,113.610001,160.5,31.27,100.599998,60.580002,40.549999,97.440002,164.949997,57.48,40.66,50.165001,34.790001,81.940002,108.129997,118.290001,117.199997,65.410004,48.630001,84.68,82.25,85
01/04/15,124.25,78.93,148.639999,79.639999,27.25,104.790001,105.440002,192.229996,113.129997,159.179993,30.809999,99.150002,59.950001,40.68,96.290001,162.520004,56.860001,40.720001,49.775002,34.330002,82.32,107.110001,117.449997,115.919998,65.18,48.919998,84.260002,80.709999,84.459999
02/04/15,125.32,79.699997,149.279999,80.239998,27.129999,105.279999,106,191.550003,114.540001,160.449997,30.809999,99.639999,60.52,40.68,95.830002,162.800003,57.099998,40.290001,49.830002,34.380001,82.43,107.739998,117.360001,117.129997,65.290001,49.470001,85.970001,80.730003,84.300003
06/04/15,127.349998,79.629997,150.929993,81.489998,27.219999,106.919998,105.629997,192.050003,114.949997,162.039993,31.040001,99.160004,60.470001,41.169998,96.279999,165.479996,57.18,41.549999,49.865002,34.48,83.040001,108.129997,117.699997,117.860001,65.199997,49.630001,88.010002,80.989998,85.129997
07/04/15,126.010002,78.330002,152.320007,80.540001,27.389999,108.540001,105.43,192.389999,114.300003,162.070007,31.26,100.099998,60.849998,41.009998,96.349998,166.210007,57.43,41.529999,49.805,34.540001,82.389999,107.339996,117.349998,117.489998,65.800003,49.27,87.279999,80.5,85.75
08/04/15,125.599998,78.690002,153.360001,80.440002,27.549999,106.660004,106.360001,192.559998,115.589996,161.850006,31.309999,100.160004,61.049999,40.889999,96.849998,166.270004,57.150002,41.419998,50.419998,34.639999,82.769997,107.339996,118.190002,117.839996,66.5,49.130001,87.68,81.029999,84.059998
09/04/15,126.559998,79.160004,153.419998,80.68,27.629999,106.949997,106.769997,194.889999,114.57,162.339996,31.24,101.330002,61.470001,41.049999,96.550003,166.789993,57.43,41.48,50.360001,35.029999,82.889999,107.300003,118.550003,117.879997,66.440002,49.009998,92.620003,80.839996,84.650002
10/04/15,127.099998,79.589996,154.380005,82.599998,28.040001,106.910004,106.949997,195.639999,115.239998,162.860001,31.93,102.059998,61.700001,40.880001,97.800003,167.070007,57.25,41.720001,49.985001,35.439999,83.349998,107.650002,119,118.459999,66.339996,49.220001,92.019997,80.650002,85.559998
13/04/15,126.849998,79.269997,153.240005,82.139999,27.98,106.5,106.510002,195.580002,114.440002,162.380005,31.73,100.550003,62.07,40.700001,97.440002,165.839996,56.73,41.759998,49.634998,35.09,83.43,107.870003,119.370003,117.410004,65.610001,49.040001,91.709999,80.290001,85.339996
14/04/15,126.300003,79.489998,153.210007,83,27.809999,108.839996,106.660004,197.720001,114.050003,162.300003,31.49,100.519997,63.040001,40.509998,97.580002,165.990005,57.759998,41.650002,49.764999,35.029999,83.599998,107.790001,119.919998,117.690002,65.529999,49.18,91.980003,80.150002,86.629997
15/04/15,126.779999,79.75,152.429993,85.160004,28.25,110.410004,106.980003,201.100006,113.449997,164.130005,32.830002,100.599998,64.209999,40.400002,96.440002,166.440002,58.450001,42.259998,49.915001,35.209999,83.510002,108.080002,117.32,117.870003,65.68,49.389999,91.540001,79.739998,88.080002
16/04/15,126.169998,80.910004,151.970001,84.339996,28.6,110.160004,108.099998,200.210007,113.370003,163.130005,32.869999,99.790001,63.810001,40.599998,95.629997,165.889999,57.84,42.16,49.950001,35.189999,83.5,108.669998,121.599998,117.480003,65.650002,49.27,89.519997,79.239998,87.730003
17/04/15,124.75,77.32,149.600006,83.279999,27.92,109.110001,106.690002,197.350006,112.099998,160.669998,32.470001,99.580002,62.84,40.299999,94.879997,161.710007,56.880001,41.619999,49.275002,35.040001,82.529999,105.400002,118.709999,115.110001,64.519997,48.900002,86.959999,77.879997,86.93
20/04/15,127.599998,77.230003,152.669998,84.599998,28.48,110.290001,108.220001,198.100006,112.860001,166.160004,32.73,100.209999,63.240002,40.66,96.18,164.509995,57.610001,42.91,49.994999,35.009998,82.870003,106.139999,118.580002,116.510002,64.720001,49.380001,87.120003,78.139999,87.239998
21/04/15,126.910004,77.279999,153.330002,83.919998,28.690001,109.730003,107.68,196.839996,113.169998,164.259995,32.43,100.300003,62.310001,40.779999,94.870003,164,57.66,42.639999,50.145,34.889999,83.080002,101.879997,119.279999,116.949997,65.349998,49.169998,87.089996,78.029999,86.879997
22/04/15,128.619995,78.440002,151.190002,84.870003,28.620001,109.5,107.940002,198.320007,112.989998,165.360001,32.700001,100.43,62.939999,41.310001,97.839996,164.669998,57.689999,42.990002,50.075001,34.93,83.089996,102.019997,117.809998,116.959999,68.010002,49.57,87.019997,78.43,87.459999
23/04/15,129.669998,78.150002,149.869995,84.790001,28.68,109.970001,109,199.309998,113.959999,170.240005,32.349998,100.459999,62.799999,40.950001,97,159.660004,57.509998,43.34,50.555,35.360001,80.949997,103.480003,118.260002,117.260002,67.720001,50.049999,86.690002,79.18,87.540001
24/04/15,130.279999,77.989998,148.399994,84.599998,28.82,109.870003,109.529999,197.990005,113.699997,169.779999,32.080002,101.080002,62.599998,40.889999,98.739998,158.990005,57.599998,47.869999,50.474998,35.27,81,103.949997,118.690002,116.160004,67.480003,50.029999,85.980003,79.839996,86.970001
27/04/15,132.649994,77.489998,147.800003,85.330002,28.889999,109.699997,110.160004,196.520004,111.389999,170.729996,32.5,100.580002,62.34,40.830002,96.440002,157.979996,57.099998,48.029999,50.470001,34.59,80.599998,103.330002,116.239998,115.739998,67.099998,50.080002,86.120003,79.370003,87.010002
28/04/15,130.559998,77.489998,147.509995,86.199997,29.32,111.120003,109.919998,197.490005,110.580002,173.919998,33.02,100.739998,62.759998,40.77,96.830002,158.330002,59.98,49.16,49.93,34.48,80.419998,103.68,117.589996,116.080002,66.769997,50.549999,86.080002,79.099998,87.800003
29/04/15,128.639999,77.160004,146.149994,87.5,29.049999,111.730003,109.809998,198.559998,108.709999,174.399994,32.889999,100.389999,63.599998,40.490002,97.019997,156.970001,59.68,49.060001,50.084999,34.290001,79.849998,102.849998,113.610001,115.379997,67.339996,50.470001,84.57,77.879997,87.870003
30/04/15,125.150002,77.449997,143.339996,86.879997,28.83,111.059998,108.720001,196.419998,106.980003,171.289993,32.549999,99.199997,63.259998,40.560001,96.550003,156.389999,59.560001,48.639999,49.419998,33.93,79.510002,101.110001,111.400002,113.75,66.050003,50.439999,82.93,78.050003,87.370003
01/05/15,128.949997,77.68,144.669998,87.370003,29.129999,109.040001,110.519997,197.529999,109.550003,173.669998,33.419998,100.129997,63.610001,40.91,97.800003,157.679993,59.860001,48.66,50.389999,34.080002,80.290001,102.120003,113.199997,115.440002,65.769997,50.41,83.459999,78.599998,88.849998
04/05/15,128.699997,78.279999,144.020004,87.300003,29.17,108.32,111.029999,199.300003,110.059998,173.970001,33.43,100.349998,64.720001,40.959999,96.129997,159.020004,60.639999,48.240002,50.415001,34.32,80.349998,102.169998,114.559998,116.449997,65.580002,50.52,84.129997,79.18,89.110001
05/05/15,125.800003,77.839996,142.910004,87,28.889999,108,110.809998,197.289993,108.059998,173.080002,32.639999,99.5,64.400002,40.75,96.129997,157.910004,60.490002,47.599998,50.209999,34.119999,80.07,102.050003,113.370003,115.07,65.959999,50.09,83.139999,78.129997,88.610001
06/05/15,125.010002,77.849998,141.039993,86.989998,28.969999,107.949997,109.720001,196.25,108.309998,170.050003,32.220001,99.169998,63.919998,40.66,96.389999,157.639999,60.259998,46.279999,50.110001,33.459999,80.400002,101.769997,113.489998,115.080002,65.669998,49.639999,83.099998,77.650002,88.190002
07/05/15,125.260002,78.43,141.490005,86.43,28.809999,107.57,109.260002,197.389999,110.040001,170.990005,32.240002,99.660004,64.5,40.700001,96.779999,158.610001,60.299999,46.700001,50.724998,33.580002,80.199997,102.580002,114.760002,116.040001,66.580002,49.73,84.230003,78.029999,87.599998
08/05/15,127.620003,78.980003,145.460007,87.309998,29.23,108.650002,110.110001,200.5,112.470001,172.679993,32.799999,101.470001,65.489998,40.98,98.230003,160.600006,60.740002,47.75,51.220001,34.02,80.959999,103.730003,115.68,118.43,69.470001,50.139999,85.019997,78.529999,88.989998
11/05/15,126.32,79.699997,145.889999,88.769997,29.209999,107.360001,108.599998,201.729996,111.900002,171.119995,32.689999,101.029999,65.449997,40.939999,97.510002,159.899994,60,47.369999,51.395,33.959999,80.269997,102.220001,114.769997,117.699997,69.019997,49.799999,84.25,78.099998,86.779999
12/05/15,125.870003,79.080002,145.429993,88.160004,29.23,107.559998,109.239998,200.529999,112.519997,170.550003,32.25,100.470001,65.360001,40.689999,97.949997,160.070007,59.439999,47.349998,51.185001,33.779999,79.949997,101.669998,114.639999,117.360001,68.690002,49.619999,84.18,78.959999,87.019997
13/05/15,126.010002,79.860001,145.619995,88.440002,29.35,107.699997,109.190002,201.429993,111.190002,172.279999,32.639999,100.550003,65.519997,41.049999,97.349998,161.309998,59.18,47.630001,51.080002,33.529999,79.699997,101.970001,115.860001,117.370003,68.650002,49.73,84.07,78.160004,86.559998
14/05/15,128.949997,80.75,147.960007,88.739998,29.049999,108.449997,109.93,202.619995,111.940002,174.050003,32.970001,101.830002,66.050003,41.5,97.709999,163.149994,59.779999,48.720001,51.720001,33.939999,80.57,102.75,118.529999,119.139999,70,49.970001,85.349998,78.720001,86.970001
15/05/15,128.770004,80.220001,146.880005,88.43,29.549999,108.029999,110.300003,202.970001,113.349998,173.259995,32.990002,102.300003,65.879997,41.52,98.040001,163.300003,60.23,48.299999,52.490002,33.990002,81.050003,102.68,119.330002,118.489998,69.57,49.790001,86.470001,79.239998,87.349998
18/05/15,130.190002,80.169998,146.710007,88.290001,29.76,106.650002,110.330002,204.660004,114.330002,173.059998,33.41,103.419998,66.419998,41.32,98.019997,162.869995,60.009998,48.009998,52.375,33.98,80.739998,103.169998,119.800003,118.510002,70,49.599998,86.360001,79.919998,86.849998
19/05/15,130.070007,81.360001,147.050003,87.239998,29.74,105.019997,110.559998,205.399994,112.339996,173.479996,33.150002,103.959999,67.010002,41.310001,100.68,163.119995,60.52,47.580002,52.32,34.209999,80.830002,103.660004,120.550003,119.07,70.160004,49.549999,85.839996,76.43,86.989998
20/05/15,130.059998,80.959999,146.419998,87.93,29.620001,105.25,110.199997,205.080002,112.099998,173.759995,33.369999,103.599998,66.480003,41.349998,100.110001,161.899994,60.459999,47.580002,52.305,34.299999,80.480003,103.699997,121.239998,118.870003,69.779999,49.689999,84.889999,75.900002,87.129997
21/05/15,131.389999,80.760002,147.350006,89.330002,29.43,105.489998,110.389999,204.949997,112.010002,173.339996,33.549999,102.419998,66.650002,41.23,99.279999,162.059998,60.099998,47.419998,52.200001,34.360001,80.410004,103.089996,120.459999,119.120003,69.370003,49.900002,87.139999,76.110001,87.209999
22/05/15,132.539993,81.25,144.809998,88.629997,29.26,104.889999,110.260002,207.800003,112.160004,172.220001,33.450001,101.349998,66.470001,41.209999,98.989998,160.979996,59.380001,46.900002,52.215,34.279999,79.949997,102.730003,119.589996,118.620003,69.620003,49.610001,86.449997,75.860001,86.519997
